ID,Date,Service,Company,Parent,Location,Amount,Contract_ID,Text,Link
35,2/10/2014,AIR FORCE,Alion Science and Technology Corp.,Alion Science and Technology Corp.,McLean Va.,"$12,851,147 ",FA7014-07-C-0009,"Alion Science and Technology Corp., McLean, Va., has been awarded a $12,851,147 modification (P00116) on an existing cost-plus-award-fee and cost-reimbursable contract (FA7014-07-C-0009) value estimated at $970,000,000 for technical and analytical support. This contract provides the following acquisition support services: programmatic analyses; policy analyses; budget analyses; administrative technical support; facilities engineering services; business reengineering analyses; database development; internet/intranet development; software application development; legislative analyses; engineering/technical consulting support; and acquisition consulting services. Government customers include the assistant secretary of the Air Force for acquisition, Joint Strike Fighter Program Office, SAF/FML (Congressional), Air Force Program Executive Office, Aircraft & Space Launch, Air Force Life Cycle Management Center, the Air Force Scientific Advisory Board and other Headquarters Air Force organizations. This modification rebaselines the current program for the last option period four (Jan. 1 2013 through July 31, 2015) and reinstitutes the original, intended period of performance to Jan. 1, 2001 through Dec. 31, 2015, increasing the estimate. Option period four was exercised and announced in 2012; however, due to the period of performance extension as a result of the rebaselining effort, this announcement is reporting new work. Work will be performed at Arlington, Va., and Washington, D.C., and is expected to be completed by Dec. 31, 2015. The following fund types will be incrementally funded onto this contract: Air Force research and development, procurement, operations and maintenance and foreign military sales to Israel, Japan, Korea, Saudi Arabia, Singapore, and Spain. The Air Force District of Washington Contracting Directorate, Strategic Sourcing Division, Joint Base Andrews, Md., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5221
36,2/10/2014,ARMY,HELLFIRE SYSTEMS,Lockheed Martin Corp.-Boeing Co.,LLC Orlando Fla.,"$157,362,903 ",W31P4Q-11-C-2042,"HELLFIRE SYSTEMS, LLC, Orlando, Fla., was awarded a $157,362,903 modification (P00068) to firm-fixed-price contract W31P4Q-11-C-2042, to exercise option for fiscal 2014 Hellfire II missile production requirements. This contract involves foreign military sales to Saudi Arabia, Jordan and Indonesia. Fiscal years 2012, 2013 and 2014 funds in the amount of $157,362,903 are being obligated on award. The performance location is Orlando, Fla., with an estimated completion date of Nov. 30, 2016. The U.S. Army Contracting Command Redstone Arsenal (Missile), Redstone, Ala., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5221
37,2/10/2014,ARMY,Weeks Marine,Weeks Marine,Inc. Covington La.,"$9,570,000 ",W912P8-14-C-0023,"Weeks Marine, Inc., Covington, La., was awarded a $9,570,000 firm-fixed-price contract for work consisting of furnishing one fully crewed and equipped ?«ˇcutterhead?«÷ dredge, with a dredge discharge size of 30-inches inside diameter complete in all respects, including all attendant plant and crew. Fiscal 2014 operations and maintenance funds in the amount of $9,570,000 are being obligated on award. The contract was solicited via the Web with two bids received. The performance location is Pilottown, La., with an estimated completion date of July 25, 2014. The U.S. Army Corps of Engineers New Orleans District, New Orleans, La., is the contracting activity (W912P8-14-C-0023).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5221
38,2/10/2014,DEFENSE LOGISTICS AGENCY,Vermilion Valley Produce Company Inc.*,Vermilion Valley Produce Co.,Danville Ill.,"$12,937,595 ",SPE300-14-D-P246,"Vermilion Valley Produce Company Inc.*, Danville, Ill., has been awarded a maximum $12,937,595 fixed-price with economic-price-adjustment contract for fresh fruit and vegetable support. This contract is a competitive acquisition, and four offers were received. This is an 18-month base contract with two 18-month option periods. Locations of performance are throughout Illinois with an Aug. 9, 2018 performance completion date. Using military services are Army, Navy, Air Force, Marine Corps, and Department of Agriculture schools. Type of appropriation is fiscal 2014 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pa., (SPE300-14-D-P246).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5221
39,2/10/2014,DEFENSE LOGISTICS AGENCY,Racoe,Racoe Inc.,Inc.** Celina Tenn.,"$8,709,452 ",SPM1C1-13-D-1022,"Racoe, Inc.**, Celina, Tenn., has been awarded a maximum $8,709,452 modification (P00009) exercising the first option year on a one-year base contract (SPM1C1-13-D-1022) with four one-year option periods for Marine Corps combat utility uniform trousers. This is a firm-fixed-price, indefinite-quantity contract. Locations of performance are Tennessee and Mississippi with a Feb. 13, 2015 performance completion date. Using military service is Marine Corps. Type of appropriation is fiscal 2014 through fiscal 2015 defense working capital funds. The contracting activity is the Defense Logistics Agency Troop Support, Philadelphia, Pa.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5221
40,2/10/2014,U.S. SPECIAL OPERATIONS COMMAND,"Oregon Iron Works, Inc.",Oregon Iron Works Inc.,"Clackamas, Oregon","$400,000,000 ",H92222-11-D-0080,"Oregon Iron Works, Inc., of Clackamas, Oregon was one of two companies previously awarded indefinite-delivery/indefinite-quantity contract H92222-11-D-0080 in September 2011 in support of the Combatant Craft Medium Mark One (CCM Mk1). The CCM Mk I Program is an acquisition program to develop, test, produce, field, and sustain a modern, clandestine, agile, adaptive, technically relevant, reliable, and operationally capable combatant craft system in support of U.S. Special Operations Command. The government has tested and evaluated the test articles provided by the two Phase II CCM Mk 1 awardees during Phase III of this evaluation, evaluated final proposal revisions and has made a final down select decision awarded to Oregon Iron Works, Inc. The total IDIQ contract ceiling, previously announced, remains $400,000,000, and the period of performance inclusive of all options and ordering periods is through December 2021. Funds in the amount of $17,500,290 will be obligated at this time for test article refurbishment as well as support the purchase of long lead items and low rate initial production units. The majority of the work will be performed in Clackamas, Oregon. This contract was originally solicited through the Web as a 100 percent set aside for small business in accordance with Federal Acquisition Regulation 19.502-2 with six proposals received. U.S. Special Operations Command, Tampa, Fla., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5221
41,2/11/2014,AIR FORCE,Exelis Systems Corp.,Exelis Corp.,Systems Division Patrick Air Force Base Fla.,"$38,299,490 ",F04701-01-C-0001,"Exelis Systems Corp., Systems Division, Patrick Air Force Base, Fla., has been awarded a $38,299,490 cost-plus-award-fee modification (P00928) on an existing contract (F04701-01-C-0001) for launch and test range system support functions to the Eastern Range and Western Range: range sustainment, external user support, projects and engineering services. The modification extends the basic contract with a maximum period of performance for six months. Work will be performed at Patrick Air Force Base, Fla., and the work is expected to be completed by July 31, 2014. Fiscal 2014 research and development and operations and maintenance funds in the amount of $9,196,476 are being obligated at time of award. Space and Missile Systems Center/PKL, Peterson Air Force Base, Colo., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5222
42,2/11/2014,AIR FORCE,L-3 Communications Corp.,L-3 Communications Holdings Inc.,Communication Systems West Salt Lake City Utah,"$17,919,946 ",FA8620-13-G-4051,"L-3 Communications Corp., Communication Systems West, Salt Lake City, Utah, has been awarded a $17,919,946 delivery order (0003) on an existing firm-fixed-price and cost-reimbursable contract (FA8620-13-G-4051) for supply of SATCOM Terminals, Test and Monitor Sub-Systems, Satellite Earth Terminal Sub-Systems (SETTS) Site Monitor and Radomes for the United States, United Kingdom and France. Work will be performed in Salt Lake City, Utah, and the work is expected to be completed by Feb. 11, 2016. This award is the result of a sole-source acquisition. This contract award supports 67 percent unclassified foreign military sales and 33 percent fiscal 2012 and 2013 aircraft procurement funds on a multi-year contract. Air Force Life Cycle Management Center/WIIK, Medium Altitude Unmanned Aircraft Systems, Wright-Patterson Air Force Base, Ohio, is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5222
43,2/11/2014,AIR FORCE,Lockheed Martin Aeronautics,Lockheed Martin Corp.,Marietta Ga.,"$8,049,493 ",FA8625-11-C-6597,"Lockheed Martin Aeronautics, Marietta, Ga., has been awarded a $8,049,493 modification (P00199) on an existing firm-fixed-price contract (FA8625-11-C-6597) for contractual support including Technical/Engineering/Logistics Support Data, Reliability & Maintainability Program, field service, logistics support, ground maintenance system administrator representatives, contractor maintenance teams, tech manual contract requirements, and aircrew teachback training courses. Work will be performed at Marietta, Ga., and is expected to be completed by Jan. 31, 2016. Fiscal 2013 aircraft procurement and 2014 research and development funds in the amount of $8,049,493 are being obligated at time of award. Air Force Life Cycle Management Center/WLNNC, Wright-Patterson Air Force Base, Ohio, is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5222
44,2/11/2014,NAVY,Data Link Solutions LLC,Data Link Solutions LLC,Cedar Rapids Iowa,"$66,294,150 ",N00039-14-D-0004,"Data Link Solutions LLC, Cedar Rapids, Iowa, is being awarded a $24,996,802 firm-fixed-price-incentive, firm-fixed-price, cost-plus-incentive-fee and cost-plus-fixed-fee, indefinite-delivery/indefinite-quantity contract for Multi-functional Information Distribution System (MIDS) on Ship (MOS) Modernization (MOS MOD). This contract covers the development, fabrication, integration, testing and delivery of MOS MOD systems, which will be developed to support both the MIDS Joint Tactical Radio System and the MIDS low volume terminal four for shipboard applications.  This contract includes options which, if exercised, would bring the cumulative value of this contract to an estimated $66,294,150. Work will be performed in Wayne, N.J. (52 percent) and Cedar Rapids, Iowa (48 percent), and is expected to be completed by February 2017. If all options are exercised, work could continue until February 2022. Fiscal 2013 research, development, test and evaluation funds in the amount of $8,184,972 will be placed on contract and obligated at the time of award. These funds will expire at the end of the current fiscal year. This contract was competitively procured via the Commerce Business Daily's Federal Business Opportunities website and the SPAWAR e-Commerce Central website, with two offers received. The Space and Naval Warfare Systems Command, San Diego, Calif., is the contracting activity (N00039-14-D-0004).",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5222
45,2/11/2014,NAVY,Sikorsky Aircraft Corp.,United Technologies Corp.,Stratford Conn.,"$10,906,165 ",N00019-07-D-0004,"Sikorsky Aircraft Corp., Stratford, Conn., is being awarded a $10,906,165 modification to an existing delivery order against a previously awarded indefinite-delivery/indefinite-quantity contract (N00019-07-D-0004) for security and integrated logistic support in support of the VH assistant program manager for logistics for the VH-3D and VH-60N presidential helicopters. Work will be performed in Stratford, Conn. (88 percent) and Quantico, Va. (12 percent), and is expected to be completed in November 2014. Fiscal 2014 operations and maintenance, Navy contract funds in the amount of 10,906,165 will be obligated at time of award, all of which will expire at the end of the current fiscal year. The Naval Air Systems Command, Patuxent River, Md., is the contracting activity.",http://www.defense.gov/Contracts/Contract.aspx?ContractID=5222
